AirportName,Latitude,Longitude,Continent,IsoCountry,IsoRegion,City,GpsCode,IataCode
Amahai Airport,-3.347851,128.927093,AS,ID,ID-MA,Amahai,WAPA,AHI
Amakusa Airport,32.482498,130.158997,AS,JP,JP-43,Amakusa,RJDA,AXJ
Amalfi Airport,6.895033,-75.047334,NA,CO,CO-ANT,Amalfi,SKAM,AFI
Amami Airport,28.43059921,129.7129974,AS,JP,JP-46,Amami,RJKA,ASJ
Amanab Airport,-3.586,141.2143333,OC,PG,PG-SAN,Amanab,AYAM,AMU
Amasya Merzifon Airport,40.829399,35.521999,AS,TR,TR-05,Amasya,LTAP,MZH
Ambalabe Airport,-14.8987999,47.9939003,AF,MG,MG-M,Antsohihy,FMNW,WAI
Ambatondrazaka Airport,-17.795378,48.442583,AF,MG,MG-A,Ambatondrazaka,FMMZ,WAM
Ambler Airport,67.107043,-157.854308,NA,US,US-AK,Ambler,PAFM,ABL
Ambohibary Airport,-18.9175,48.21819444,AF,MG,MG-A,Moramanga,FMFE,OHB
Amborovy Airport,-15.666842,46.351233,AF,MG,MG-M,Mahajanga,FMNM,MJN
Amboseli Airport,-2.645050049,37.25310135,AF,KE,KE-700,Amboseli National Park,HKAM,ASV
Ambriz Airport,-7.86221981,13.11610031,AF,AO,AO-BGO,Ambriz,FNAM,AZZ
Ambunti Airport,-4.215666667,142.8231667,OC,PG,PG-ESW,Ambunti,AYAT,AUJ
Amderma Airport,69.76329803,61.5564003,AS,RU,RU-NEN,Amderma,ULDD,AMV
Amedee Army Air Field,40.26620102,-120.1529999,NA,US,US-CA,Herlong,KAHC,AHC
Amery Municipal Airport,45.28110123,-92.37539673,NA,US,US-WI,Amery,KAHH,AHH
Ames Municipal Airport,41.992001,-93.621803,NA,US,US-IA,Ames,KAMW,AMW
Amgu Airport,45.84126,137.673568,AS,RU,RU-PRI,Amgu,UHTG,AEM
Amílcar Cabral International Airport,16.7414,-22.9494,AF,CV,CV-B,Espargos,GVAC,SID
Amman Civil (Marka International) Airport,31.9727,35.9916,AS,JO,JO-AM,Amman,OJAM,ADJ
Amook Bay Seaplane Base,57.4715004,-153.8150024,NA,US,US-AK,Amook Bay,AK81,AOS
Amos/Magny Airport,48.563903,-78.249702,NA,CA,CA-QC,Amos,CYEY,YEY
Ampanihy Airport,-24.6996994,44.73419952,AF,MG,MG-U,Ampanihy,FMSY,AMP
Ampara Airport,7.336745,81.623869,AS,LK,LK-5,Ampara,VCCG,ADP
Amsterdam Airport Schiphol,52.308601,4.76389,EU,NL,NL-NH,Amsterdam,EHAM,AMS
Amsterdam Airport Schiphol,,,EU,NL,NL-NH,Amsterdam,,AMS
Am Timan Airport,11.0340004,20.27400017,AF,TD,TD-SA,Am Timan,FTTN,AMC
Anaa Airport,-17.3526,-145.509995,OC,PF,PF-U-A,Anaa,NTGA,AAA
Anaco Airport,9.430225,-64.470726,SA,VE,VE-B,Anaco,SVAN,AAO
Anadolu Airport,39.809898,30.5194,AS,TR,TR-26,Eskişehir,LTBY,AOE
Anahim Lake Airport,52.451501,-125.303776,NA,CA,CA-BC,Anahim Lake,CAJ4,YAA
Anaktuvuk Pass Airport,68.13359833,-151.7429962,NA,US,US-AK,Anaktuvuk Pass,PAKP,AKP
Analalava Airport,-14.629514,47.763555,AF,MG,MG-M,Analalava,FMNL,HVA
Anapa Vityazevo Airport,45.002102,37.347301,EU,RU,RU-KDA,Krasnyi Kurgan,URKA,AAQ
Anápolis Airport,-16.36230087,-48.92710114,SA,BR,BR-GO,Anápolis,SWNS,APS
Andahuaylas Airport,-13.70639992,-73.35040283,SA,PE,PE-APU,Andahuaylas,SPHY,ANS
Andakombe Airport,-7.137222222,145.7447222,OC,PG,PG-EHG,Andekombe,AYAN,ADC
Andersen Air Force Base,13.584,144.929998,OC,GU,GU-U-A,Yigo,PGUA,UAM
Anderson Municipal Darlington Field,40.10860062,-85.61299896,NA,US,US-IN,Anderson,KAID,AID
Anderson Regional Airport,34.49459839,-82.70939636,NA,US,US-SC,Anderson,KAND,AND
Andi Jemma Airport,-2.55803,120.323997,AS,ID,ID-SN,Masamba,WAFM,MXB
Andizhan Airport,40.727699,72.293999,AS,UZ,UZ-AN,Andizhan,UTFA,AZN
"Andøya Airport, Andenes",69.292503,16.144199,EU,NO,NO-18,Andenes,ENAN,ANX
Andravida Air Base,37.9207,21.292601,EU,GR,GR-G,Andravida,LGAD,PYR
Andrés Miguel Salazar Marcano Airport,10.794432,-63.98159,SA,VE,VE-O,Isla de Coche,SVIE,ICC
Andrés Sabella Gálvez International Airport,-23.444501,-70.445099,SA,CL,CL-AN,Antofagasta,SCFA,ANF
Andros Town Airport,24.69790077,-77.79560089,NA,BS,BS-NS,Andros Town,MYAF,ASD
Aneityum Airport,-20.24920082,169.7709961,OC,VU,VU-TAE,Anatom Island,NVVA,AUY
Angama Airport,-1.27156,34.955513,AF,KE,KE-700,Maasai Mara,HKOM,ANA
Angel Albino Corzo International Airport,16.56360054,-93.02249908,NA,MX,MX-CHP,Tuxtla Gutiérrez,MMTG,TGZ
Angeles City Flying Club,15.254326,120.677772,AS,PH,PH-U-A,MG,ACFC,AFC
Angel Fire Airport,36.42200089,-105.2900009,NA,US,US-NM,Angel Fire,KAXX,AXX
Ängelholm-Helsingborg Airport,56.29610062,12.84710026,EU,SE,SE-M,Ängelholm,ESTA,AGH
Angelina County Airport,31.23399925,-94.75,NA,US,US-TX,Lufkin,KLFK,LFK
Angers-Loire Airport,47.560299,-0.312222,EU,FR,FR-PDL,TFFR,LFJR,ANE
Anggi Airport,-1.3858,133.8737,AS,ID,ID-PB,Anggi-Papua Island,WASG,AGD
Anglesey Airport,53.24810028,-4.535339832,EU,GB,GB-WLS,Angelsey,EGOV,VLY
Angoche Airport,-16.18186951,39.94521713,AF,MZ,MZ-N,Angoche,FQAG,ANO
Angoon Seaplane Base,57.497097,-134.56722,NA,US,US-AK,Angoon,PAGN,AGN
Angoulême-Brie-Champniers Airport,45.729198,0.221456,EU,FR,FR-NAQ,Angoulême/Brie/Champniers,LFBU,ANG
Anguganak Airport,-3.560504,142.217307,OC,PG,PG-SAN,Anguganak,AYGU,AKG
Angus Downs Airport,-25.0325,132.2748,OC,AU,AU-NT,Angus Downs Station,YADN,ANZ
Aniak Airport,61.58160019,-159.5429993,NA,US,US-AK,Aniak,PANI,ANI
Aniwa Airport,-19.2346,169.6009,OC,VU,VU-TAE,Aniwa,NVVB,AWD
Ankaizina Airport,-14.544277,48.691413,AF,MG,MG-M,Bealanana,FMNB,WBE
Ankang Fuqiang Airport,32.75696,108.87338,AS,CN,CN-61,Ankang (Hanbin),ZLAK,AKA
Ankavandra Airport,-18.80501,45.273467,AF,MG,MG-U,Ankavandra,FMMK,JVA
Ankazoabo Airport,-22.29644235,44.5315361,AF,MG,MG-U,Ankazoabo,FMSZ,WAK
Annaba Rabah Bitat Airport,36.826781,7.81334,AF,DZ,DZ-23,Annaba,DABB,AAE
Annai Airport,3.959439993,-59.12419891,SA,GY,GY-UT,Annai,SYAN,NAI
Ann Airport,19.769199,94.0261,AS,MM,MM-16,Aeng,VYAN,VBA
Ann Arbor Municipal Airport,42.22299957,-83.74559784,NA,US,US-MI,Ann Arbor,KARB,ARB
Annecy-Haute-Savoie-Mont Blanc Airport,45.9308333,6.1063889,EU,FR,FR-ARA,Annecy/Meythet,LFLP,NCY
Annette Island Airport,55.037026,-131.572695,NA,US,US-AK,Metlakatla,PANT,ANN
Anniston Regional Airport,33.5882,-85.8581,NA,US,US-AL,Anniston,KANB,ANB
Annobón Airport,-1.408615,5.624163,AF,GQ,GQ-AN,San Antonio de Palé,FGAN,NBN
Anqing Tianzhushan Airport / Anqing North Air Base,30.582199,117.050003,AS,CN,CN-34,Anqing,ZSAQ,AQG
Anshan Teng'ao Airport / Anshan Air Base,41.105301,122.853996,AS,CN,CN-21,Anshan,ZYAS,AOG
Anshun Huangguoshu Airport,26.260556,105.873333,AS,CN,CN-52,Anshun (Xixiu),ZUAS,AVA
Antalya International Airport,36.898701,30.800501,AS,TR,TR-07,Antalya,LTAI,AYT
Anthony Municipal Airport,37.158501,-98.079597,NA,US,US-KS,Anthony,KANY,ANY
Antlers Municipal Airport,34.19260025,-95.64990234,NA,US,US-OK,Antlers,80F,ATE
Antoine de Saint Exupéry Airport,-40.7512,-65.0343,SA,AR,AR-R,San Antonio Oeste,SAVN,OES
Antonio Agostinho-Neto International Airport,-4.81603,11.8866,AF,CG,CG-5,Pointe Noire,FCPP,PNR
Antonio B. Won Pat International Airport,13.4834,144.796005,OC,GU,GU-U-A,Hagåtña,PGUM,GUM
Antônio Guerreiro Airport,-2.109444,-44.651114,SA,BR,BR-MA,Guimarães,SNYW,GMS
Antonio Maceo International Airport,19.96980095,-75.83540344,NA,CU,CU-13,Santiago,MUCU,SCU
Antonio Nariño Airport,1.39625,-77.2915,NA,CO,CO-NAR,Chachagüí,SKPS,PSO
Antonio Nery Juarbe Pol Airport,18.45085,-66.675768,NA,PR,PR-U-A,Arecibo,TJAB,ARE
Antonio Rivera Rodriguez Airport,18.1348,-65.493599,NA,PR,PR-U-A,Vieques,TJVQ,VQS
Antonio Roldán Betancur Airport,7.81196,-76.7164,NA,CO,CO-ANT,Carepa,SKLC,APO
Antrim County Airport,44.988602,-85.198402,NA,US,US-MI,Bellaire,KACB,ACB
Antsalova Airport,-18.701273,44.614921,AF,MG,MG-M,Antsalova,FMMG,WAQ
Antsirabe Airport,-14.9994,50.320202,AF,MG,MG-D,Antsirabe,FMNH,ANM
Antsirabe Airport,-19.83922148,47.06371307,AF,MG,MG-T,Antsirabe,FMME,ATJ
Antsoa Airport,-21.60698376,45.13602018,AF,MG,MG-U,Beroroha,FMSB,WBO
Antwerp International Airport (Deurne),51.1894,4.46028,EU,BE,BE-VAN,Antwerp,EBAW,ANR
Anuradhapura Airport,8.301542,80.42848,AS,LK,LK-7,Anuradhapura,VCCA,ACJ
Anvik Airport,62.646702,-160.190994,NA,US,US-AK,Anvik,PANV,ANV
Anyang Airport,36.1339,114.344002,AS,CN,CN-41,Anyang,ZHAY,AYN
Aomori Airport,40.73469925,140.6909943,AS,JP,JP-02,Aomori,RJSA,AOJ
Aosta Airport,45.738499,7.36872,EU,IT,IT-23,Aosta,LIMW,AOT
Apalachicola Regional Airport,29.72750092,-85.02749634,NA,US,US-FL,Apalachicola,KAAF,AAF
Apataki Airport,-15.5736,-146.414993,OC,PF,PF-U-A,Apataki,NTGD,APK
Apatzingán - Pablo L. Sidar Airport,19.093399,-102.393997,NA,MX,MX-MIC,Apatzingán,MMAG,AZG
A P Hill AAF (Fort A P Hill) Airport,38.068902,-77.318298,NA,US,US-VA,Fort A. P. Hill,KAPH,APH
Apolo Airport,-14.73560047,-68.41190338,SA,BO,BO-L,Apolo,SLAP,APB
Appleton International Airport,44.258099,-88.519096,NA,US,US-WI,Appleton,KATW,ATW
Apple Valley Airport,34.57529831,-117.185997,NA,US,US-CA,Apple Valley,KAPV,APV
April River Airport,-4.676666667,142.5401389,OC,PG,PG-ESW,April River,AYPE,APR
Apuí Airport,-7.172773,-59.8396,SA,BR,BR-AM,Apuí,SWYN,IUP
Aqaba King Hussein International Airport,29.61160088,35.01810074,AS,JO,JO-AQ,Aqaba,OJAQ,AQJ
Aracaju - Santa Maria International Airport,-10.984,-37.070301,SA,BR,BR-SE,Aracaju,SBAR,AJU
Aracati Dragão do Mar Regional Airport,-4.568896,-37.805135,SA,BR,BR-CE,Aracati,SBAC,ARX
Araçatuba Airport,-21.141479,-50.424575,SA,BR,BR-SP,Araçatuba,SBAU,ARU
Arad International Airport,46.17660141,21.26199913,EU,RO,RO-AR,Arad,LRAR,ARW
Aragarças Airport,-15.8994,-52.2411,SA,BR,BR-GO,Aragarças,SJVO,ARS
Araguaína Airport,-7.22787,-48.240501,SA,BR,BR-TO,Araguaína,SWGN,AUX
Arak Airport,34.13809967,49.84730148,AS,IR,IR-00,Araak,OIHR,AJK
Aral Tarim Airport,40.464167,81.246944,AS,CN,CN-65,Aral,ZWAL,ACF
Arandis Airport,-22.461875,14.979322,AF,NA,NA-ER,Arandis,FYAR,ADI
Aransas County Airport,28.08679962,-97.04460144,NA,US,US-TX,Rockport,KRKP,RKP
Aranuka Airport,0.185278,173.636993,OC,KI,KI-G,Buariki,NGUK,AAK
Arapiraca Airport,-9.776589,-36.628983,SA,BR,BR-AL,Arapiraca,SNAL,APQ
Arapongas Airport,-23.3529,-51.491699,SA,BR,BR-PR,Arapongas,SSOG,APX
Araracuara Airport,-0.600854,-72.398011,NA,CO,CO-CAQ,Araracuara,SKAC,ACR
Araraquara Airport,-21.812,-48.132999,SA,BR,BR-SP,Araraquara,SBAQ,AQA
Ararat Airport,-37.309978,142.988688,OC,AU,AU-VIC,Ararat,YARA,ARY
Arar Domestic Airport,30.90660095,41.13819885,AS,SA,SA-08,Arar,OERR,RAE
Araripina Airport,-7.586417,-40.535431,SA,BR,BR-PE,Araripina,SNAB,JAW
Arathusa Safari Lodge Airport,-24.744165,31.522499,AF,ZA,ZA-NP,Arathusa,FAAR,ASS
Aratika Nord Airport,-15.48530006,-145.4700012,OC,PF,PF-U-A,Aratika,NTKK,RKA
Arba Minch Airport,6.03939,37.5905,AF,ET,ET-SN,Arba Minch,HAAM,AMH
Arctic Bay Airport,73.006101,-85.04616,NA,CA,CA-NU,Arctic Bay,CYAB,YAB
Arctic Village Airport,68.1147,-145.578995,NA,US,US-AK,Arctic Village,PARC,ARC
Ardabil Airport,38.32569885,48.42440033,AS,IR,IR-24,Ardabil,OITL,ADU
Ardmore Airport,-37.02970123,174.9730072,OC,NZ,NZ-AUK,Manurewa,NZAR,AMZ
Ardmore Municipal Airport,34.30301,-97.0196342,NA,US,US-OK,Ardmore,KADM,ADM
Area De Material Airport,-33.08509827,-64.26129913,SA,AR,AR-X,Rio Cuarto,SAOC,RCU
Åre Östersund Airport,63.19440079,14.50030041,EU,SE,SE-Z,Östersund,ESNZ,OSD
Argyle Airport,-16.6369,128.451004,OC,AU,AU-WA,Argyle,YARG,GYL
Argyle International Airport,13.156695,-61.149945,NA,VC,VC-04,Kingstown,TVSA,SVD
Aribinda Airport,14.21700001,-0.883000016,AF,BF,BF-SOM,Aribinda,DFOY,XAR
Aripuanã Airport,-10.188278,-59.457273,SA,BR,BR-MT,Aripuanã,SSOU,AIR
Ariquemes Airport,-9.880436,-63.047115,SA,BR,BR-RO,Ariquemes,SJOG,AQM
Arkalyk North Airport,50.3185997,66.95279694,AS,KZ,KZ-KUS,Arkalyk,UAUR,AYK
Arkansas International Airport,35.96429825,-89.94400024,NA,US,US-AR,Blytheville,KBYH,BYH
Arlit Airport,18.79039955,7.365950108,AF,NE,NE-1,Arlit,DRZL,RLT
Arly Airport,11.59700012,1.48300004,AF,BF,BF-TAP,Arly,DFER,ARL
Armando Schwarck Airport,6.578050137,-66.81690216,SA,VE,VE-F,Guayabal,SVAS,LPJ
Armidale Airport,-30.52809906,151.6170044,OC,AU,AU-NSW,Armidale,YARM,ARM
Armstrong Airport,50.29029846,-88.90969849,NA,CA,CA-ON,Armstrong,CYYW,YYW
Arnold Air Force Base,35.39260101,-86.08580017,NA,US,US-TN,Tullahoma,KAYX,TUH
Arnold Palmer Regional Airport,40.275902,-79.4048,NA,US,US-PA,Latrobe,KLBE,LBE
Aropa Airport,-6.305417,155.728139,OC,PG,PG-NSB,Kieta,AYIQ,KIE
Arorae Island Airport,-2.616110086,176.8029938,OC,KI,KI-G,Arorae Island,NGTR,AIS
Arrabury Airport,-26.69639,141.048718,OC,AU,AU-QLD,Tanbar,YARY,AAB
Arrachart Airport,-12.3494,49.291698,AF,MG,MG-D,Antisiranana,FMNA,DIE
Artesia Municipal Airport,32.85250092,-104.4680023,NA,US,US-NM,Artesia,KATS,ATS
Arthur N Neu Airport,42.0461998,-94.78900146,NA,US,US-IA,Carroll,KCIN,CIN
Arthur's Town Airport,24.6294,-75.673797,NA,BS,BS-CI,Arthur's Town,MYCA,ATC
Artigas International Airport,-30.40069962,-56.50790024,SA,UY,UY-AR,Artigas,SUAG,ATI
Arturo Michelena International Airport,10.14973259,-67.92839813,SA,VE,VE-G,Valencia,SVVA,VLN
Arua Airport,3.049152,30.911714,AF,UG,UG-N,Arua,HUAR,RUA
Arusha Airport,-3.367789984,36.63330078,AF,TZ,TZ-01,Arusha,HTAR,ARK
Arutua Airport,-15.2482996,-146.6170044,OC,PF,PF-U-A,Arutua,NTGU,AXR
Arvaikheer Airport,46.25030136,102.802002,AS,MN,MN-055,Arvaikheer,ZMAH,AVK
Arviat Airport,61.09420013,-94.07080078,NA,CA,CA-NU,Arviat,CYEK,YEK
Arvidsjaur Airport,65.59030151,19.28190041,EU,SE,SE-BD,Arvidsjaur,ESNX,AJR
Arxan Yi'ershi Airport,47.3106,119.9117,AS,CN,CN-15,Arxan,ZBES,YIE
Asaba International Airport,6.204167,6.665278,AF,NG,NG-DE,Asaba,DNAS,ABB
Asahikawa Airport,43.670799,142.447006,AS,JP,JP-01,Asahikawa,RJEC,AKJ
Asau Airport,-13.505132,-172.627888,OC,WS,WS-VS,Asau,NSAU,AAU
Ascención De Guarayos Airport,-15.93029976,-63.15670013,SA,BO,BO-S,Ascensión de Guarayos,SLAS,ASC
Aseki Airport,-7.350805,146.193994,OC,PG,PG-MPL,Aseki,AYAX,AEK
Asheville Regional Airport,35.436199,-82.541801,NA,US,US-NC,Asheville,KAVL,AVL
Ashgabat International Airport,37.986801,58.361,AS,TM,TM-S,Ashgabat,UTAA,ASB
Ashley Municipal Airport,46.02389908,-99.3526001,NA,US,US-ND,Ashley,KASY,ASY
Asmara International Airport,15.29189968,38.91070175,AF,ER,ER-SK,Asmara,HHAS,ASM
Asosa Airport,10.01850033,34.5862999,AF,ET,ET-BE,Asosa,HASO,ASO
Aspen-Pitkin County Airport (Sardy Field),39.223202,-106.869003,NA,US,US-CO,Aspen,KASE,ASE
Assab International Airport,13.07180023,42.64500046,AF,ER,ER-DK,Asab,HHSB,ASA
As-Sulayyil Airport,20.464701,45.619598,AS,SA,SA-01,As-Sulayyil,OESL,SLF
Astoria Regional Airport,46.15800095,-123.8789978,NA,US,US-OR,Astoria,KAST,AST
Ástor Piazzola International Airport,-37.9342,-57.5733,SA,AR,AR-B,Mar del Plata,SAZM,MDQ
Astrakhan Narimanovo Boris M. Kustodiev International Airport,46.282843,48.010511,AS,RU,RU-AST,Astrakhan,URWA,ASF
Asturias Airport,43.563599,-6.03462,EU,ES,ES-AS,Ranón,LEAS,OVD
Astypalaia Airport,36.57989883,26.37579918,EU,GR,GR-L,Astypalaia Island,LGPL,JTY
Aswan International Airport,23.968137,32.824445,AF,EG,EG-ASN,Aswan,HESN,ASW
Asyut International Airport,27.050818,31.016309,AF,EG,EG-AST,Asyut,HEAT,ATZ
Ataq Airport,14.5513,46.826199,AS,YE,YE-SH,Ataq,OYAT,AXK
Atar International Airport,20.5067997,-13.04319954,AF,MR,MR-07,Atar,GQPA,ATR
Atauro Airport,-8.243133,125.606378,AS,TL,TL-AT,Vila,WPAT,AUT
Atbara Airport,17.71034431,34.05701828,AF,SD,SD-04,Atbara,HSAT,ATB
Athens Ben Epps Airport,33.94860077,-83.32630157,NA,US,US-GA,Athens,KAHN,AHN
Athens Eleftherios Venizelos International Airport,37.936401,23.9445,EU,GR,GR-I,Athens,LGAV,ATH
Ati Airport,13.239778,18.315893,AF,TD,TD-BA,Ati,FTTI,ATV
Atikokan Municipal Airport,48.77389908,-91.63860321,NA,CA,CA-ON,Atikokan,CYIB,YIB
Atka Airport,52.22029877,-174.2059937,NA,US,US-AK,Atka,PAAK,AKB
Atlantic City International Airport,39.45759964,-74.57720184,NA,US,US-NJ,Atlantic City,KACY,ACY
Atlantic Municipal Airport,41.40729904,-95.04689789,NA,US,US-IA,Atlantic,KAIO,AIO
Atlas Brasil Cantanhede Airport,2.845855,-60.690944,SA,BR,BR-RR,Boa Vista,SBBV,BVB
Atqasuk Edward Burnell Sr Memorial Airport,70.46704,-157.436013,NA,US,US-AK,Atqasuk,PATQ,ATK
Atsinanana Airport,-19.58300018,48.8030014,AF,MG,MG-A,Ilaka,FMMQ,ILK
Attawapiskat Airport,52.92750168,-82.43190002,NA,CA,CA-ON,Attawapiskat,CYAT,YAT
Attopeu Airport,14.793056,107.045278,AS,LA,LA-AT,Attopeu,VLAP,AOU
Atyrau International Airport,47.122559,51.819321,EU,KZ,KZ-ATY,Atyrau,UATG,GUW
Aua Island Airport,-1.460555556,143.0647222,OC,PG,PG-MRL,Aua Island,AYND,AUI
Aubenas-Ardèche Méridional Airport,44.544203,4.372192,EU,FR,FR-ARA,Aubenas/Ardèche Méridional,LFHO,OBS
Auburn Lewiston Municipal Airport,44.04850006,-70.28350067,NA,US,US-ME,Auburn/Lewiston,KLEW,LEW
Auburn Municipal Airport,38.95479965,-121.0820007,NA,US,US-CA,Auburn,KAUN,AUN
Auburn University Regional Airport,32.615101,-85.433998,NA,US,US-AL,Auburn,KAUO,AUO
Auckland International Airport,-37.01199,174.786331,OC,NZ,NZ-AUK,Auckland,NZAA,AKL
Augsburg Airport,48.425278,10.931667,EU,DE,DE-BY,Augsburg,EDMA,AGB
Augusta Regional At Bush Field,33.3699,-81.9645,NA,US,US-GA,Augusta,KAGS,AGS
Augusta State Airport,44.3205986,-69.79730225,NA,US,US-ME,Augusta,KAUG,AUG
Augusto C. Sandino (Managua) International Airport,12.14150047,-86.16819763,NA,NI,NI-MN,Managua,MNMG,MGA
Aumo Airport,-5.731111111,148.4452778,OC,PG,PG-WBK,Aumo,AYUM,AUV
Aupaluk Airport,59.29669952,-69.59970093,NA,CA,CA-QC,Aupaluk,CYLA,YPJ
Aurangabad Airport,19.86269951,75.39810181,AS,IN,IN-MM,Aurangabad,VAAU,IXU
Aurillac Airport,44.89139938,2.421940088,EU,FR,FR-ARA,Aurillac,LFLW,AUR
Aurora Municipal Airport,41.77190018,-88.47570038,NA,US,US-IL,Chicago/Aurora,KARR,AUZ
Aurukun Airport,-13.354019,141.720028,OC,AU,AU-QLD,Aurukun,YAUR,AUU
Austin Airport,39.467998,-117.195,NA,US,US-NV,Austin,KTMT,ASQ
Austin Bergstrom International Airport,30.197535,-97.662015,NA,US,US-TX,Austin,KAUS,AUS
Austin Municipal Airport,43.66500092,-92.93340302,NA,US,US-MN,Austin,KAUM,AUM
Austin Straubel International Airport,44.483459,-88.130805,NA,US,US-WI,Green Bay,KGRB,GRB
Auxerre-Branches Airport,47.85020065,3.49710989,EU,FR,FR-BFC,Auxerre/Branches,LFLA,AUF
Avalon Airport,-38.039398,144.468994,OC,AU,AU-VIC,Lara,YMAV,AVV
Avaratra Airport,-15.19999981,48.48300171,AF,MG,MG-M,Befandriana,FMNF,WBD
Avenger Field,32.4673996,-100.4670029,NA,US,US-TX,Sweetwater,KSWW,SWW
Aviador C. Campos Airport,-40.075401,-71.137299,SA,AR,AR-Q,Chapelco/San Martin de los Andes,SAZY,CPC
Aviano Air Base,46.031898,12.596503,EU,IT,IT-36,Aviano (PN),LIPA,AVB
Avignon-Caumont Airport,43.90729904,4.901830196,EU,FR,FR-PAC,Avignon/Caumont,LFMV,AVN
Avon Park Executive Airport,27.59119987,-81.52780151,NA,US,US-FL,Avon Park,KAVO,AVO
Awaba Airport,-8.006110191,142.7483521,OC,PG,PG-WPD,Awaba,AYAW,AWB
Axum Airport,14.1468,38.7728,AF,ET,ET-TI,Axum,HAAX,AXU
Ayatollah Hashemi Rafsanjani International Airport,30.271276,56.949692,AS,IR,IR-08,Kerman,OIKK,KER
Ayawasi Airport,-1.159779,132.464082,AS,ID,ID-PB,Ayawasi,WASA,AYW
Ayers Rock Connellan Airport,-25.185913,130.97703,OC,AU,AU-NT,Yulara,YAYE,AYQ
Ayr Airport,-19.595832,147.324495,OC,AU,AU-QLD,Ayr,YAYR,AYR
Baardheere Airport,2.330195,42.311802,AF,SO,SO-GE,Baardheere,HCMD,BSY
Babanakira Airport,-9.74750042,159.8390045,OC,SB,SB-GU,Mbambanakira,AGGI,MBU
Babelthuap Airport,7.36731,134.544236,OC,PW,PW-004,Babelthuap Island,PTRO,ROR
Babo Airport,-2.53224,133.438995,AS,ID,ID-PB,Babo,WASO,BXB
Bacacheri Airport,-25.4051,-49.231998,SA,BR,BR-PR,Curitiba,SBBI,BFH
Bacău Airport,46.52190018,26.9102993,EU,RO,RO-BC,Bacău,LRBC,BCM
Bachigualato Federal International Airport,24.76504,-107.475228,NA,MX,MX-SIN,Culiacán,MMCL,CUL
Baco Airport,5.78287,36.562,AF,ET,ET-SN,Baco,HABC,BCO
Bacolod-Silay Airport,10.7764,123.014999,AS,PH,PH-NEC,Bacolod City,RPVB,BCD
Badajoz Airport,38.8913,-6.82133,EU,ES,ES-EX,Badajoz,LEBZ,BJZ
Bade Airport,-7.175902,139.58333,AS,ID,ID-PS,Bade,WAKE,BXD
Badu Island Airport,-10.14955,142.173665,OC,AU,AU-QLD,Badu Island,YBAU,BDD
Bafoussam Airport,5.536920071,10.35459995,AF,CM,CM-OU,Bafoussam,FKKU,BFX
Bagan Airport,21.17880058,94.93019867,AS,MM,MM-04,Nyaung U,VYBG,NYU
Bagani Airport,-18.11848,21.623296,AF,NA,NA-KE,Bagani,FYBG,BQI
Bagdogra Airport,26.68120003,88.32859802,AS,IN,IN-WB,Siliguri,VEBD,IXB
Baghdad International Airport / New Al Muthana Air Base,33.262501,44.2346,AS,IQ,IQ-BG,Baghdad,ORBI,BGW
Baglung Airport,28.21279907,83.66629791,AS,NP,NP-P4,Baglung,VNBL,BGL
Bagram Airfield,34.946098,69.264999,AS,AF,AF-PAR,Bagram,OAIX,OAI
Bahawalnagar Airport,29.94630051,73.24909973,AS,PK,PK-PB,Bahawalnagar,OPBR,WGB
Bahawalpur Airport,29.34810066,71.71800232,AS,PK,PK-PB,Bahawalpur,OPBW,BHV
Bahia - Jorge Amado Airport,-14.815929,-39.033458,SA,BR,BR-BA,Ilhéus,SBIL,IOS
Bahías de Huatulco International Airport,15.775611,-96.26079,NA,MX,MX-OAX,Huatulco,MMBT,HUX
Bahir Dar Airport,11.6081,37.321602,AF,ET,ET-AM,Bahir Dar,HABD,BJR
Bahrain International Airport,26.267295,50.63764,AS,BH,BH-15,Manama,OBBI,BAH
Bahregan Airport,29.840099,50.272701,AS,IR,IR-18,Imam Hassan,OI20,IAQ
Baicheng Chang'an Airport,45.505278,123.019722,AS,CN,CN-22,Baicheng,ZYBA,DBC
Baidoa Airport,3.10192,43.627137,AF,SO,SO-BY,Baidoa,HCMB,BIB
Baie-Comeau Airport,49.1325,-68.204399,NA,CA,CA-QC,Baie-Comeau,CYBC,YBC
Baikal International Airport,51.808614,107.439652,EU,RU,RU-BU,Ulan Ude,UIUU,UUD
Baimuru Airport,-7.496860027,144.8199005,OC,PG,PG-GPK,Baimuru,AYBA,VMU
Bairnsdale Airport,-37.887539,147.569379,OC,AU,AU-VIC,Bairnsdale,YBNS,BSJ
Baise Youjiang Airport,23.7206,106.959999,AS,CN,CN-45,Baise (Tianyang),ZGBS,AEB
Baitadi Airport,29.463421,80.548968,AS,NP,NP-P7,Baitadi,VNBT,BIT
Bajawa Soa Airport,-8.707435,121.057427,AS,ID,ID-NT,Soa,WATB,BJW
Bajhang Airport,29.53899956,81.18540192,AS,NP,NP-P7,Bajhang,VNBG,BJH
Bajura Airport,29.50200081,81.66899872,AS,NP,NP-P7,Bajura,VNBR,BJU
Bakalalan Airport,3.973999977,115.6179962,AS,MY,MY-13,Bakalalan,WBGQ,BKM
Bakel Airport,14.84729958,-12.46829987,AF,SN,SN-TC,Bakel,GOTB,BXE
Baker City Municipal Airport,44.83729935,-117.8089981,NA,US,US-OR,Baker City,KBKE,BKE
